,country,2013,2014,2015,2016,2017,2018,2019,A1,A2,A3,B1,B2,B3,B4,C1,C2,C3,D1,D2,D3,D4,E1,E2,E3,F1,F2,F3,F4,G1,G2,G3,G4,Density (persons per sq. km.),Area (sq. km.),Population,Gdp,V2Peedueq Osp,V2X Feduni,V2Xdd Dd,cluster
198,Afghanistan,0,0,0,0,0,1,0,1,0,1,2,2,1,2,1,1,1,2,1,1,2,2,1,1,1,0,0,1,0,1,0,1,53.6,652230,34940837,19484384937.0,0.8640000000000001,0.024,0.0,0
396,Afghanistan,0,0,0,0,1,0,0,1,0,1,2,1,1,2,1,1,0,2,1,1,2,2,1,1,1,0,0,1,0,1,0,1,52.3,652230,34124811,20191760000.0,0.473,0.021,0.0,0
594,Afghanistan,0,0,0,1,0,0,0,1,0,1,2,1,1,2,1,1,0,2,1,1,2,2,1,1,1,0,0,1,0,1,0,1,51.1,652230,33332025,19362642267.0,0.486,0.07400000000000001,0.0,0
793,Afghanistan,0,0,1,0,0,0,0,1,1,1,2,1,1,2,1,1,0,1,1,1,2,2,1,1,1,0,0,1,0,1,0,1,49.9,652230,32564342,19907111419.0,0.99,0.068,0.0,0
992,Afghanistan,0,1,0,0,0,0,0,1,1,1,2,1,1,2,1,1,0,2,1,1,2,2,1,1,1,0,0,1,0,1,1,1,48.8,652230,31822848,20484885120.0,0.99,0.068,0.0,0
1191,Afghanistan,1,0,0,0,0,0,0,1,1,1,2,1,1,2,1,1,0,2,1,1,2,2,2,1,1,0,0,1,0,1,1,1,47.7,652230,31108077,20561069558.0,0.99,0.068,0.0,0
1,Albania,0,0,0,0,0,0,1,3,3,2,3,4,3,3,3,2,2,2,4,3,4,4,3,2,2,2,2,3,3,2,2,2,111.9,27398,3066126,15278077447.0,2.585,0.469,0.0,0
199,Albania,0,0,0,0,0,1,0,3,3,2,3,4,3,3,3,2,2,2,4,3,4,4,3,2,2,2,2,3,3,2,2,2,111.6,27398,3057220,15147020535.0,2.6289999999999996,0.48200000000000004,0.0,0
397,Albania,0,0,0,0,1,0,0,3,3,2,3,4,3,3,3,2,2,2,4,3,4,4,3,2,2,2,2,3,3,2,2,2,111.2,27398,3047987,13019693451.0,2.191,0.485,0.0,0
595,Albania,0,0,0,1,0,0,0,3,3,2,3,4,3,3,3,1,2,2,4,3,4,4,3,2,2,2,2,3,3,2,2,2,110.9,27398,3038594,11861200797.0,2.404,0.494,0.0,0
794,Albania,0,0,1,0,0,0,0,3,3,2,3,4,3,3,3,1,2,2,4,3,4,4,3,2,2,2,2,3,3,2,2,2,110.6,27398,3029278,11386846319.0,2.404,0.494,0.0,0
993,Albania,0,1,0,0,0,0,0,3,3,2,3,4,3,3,3,1,2,2,4,3,4,4,3,2,2,2,2,3,3,2,2,2,110.2,27398,3020209,13228144008.0,2.404,0.493,0.0,0
200,Algeria,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,1,1,2,2,2,2,2,1,17.5,2381740,41657488,174000000000.0,2.983,0.057999999999999996,0.0,0
398,Algeria,0,0,0,0,1,0,0,1,2,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,1,1,1,2,2,2,2,1,17.2,2381740,40969443,167000000000.0,3.181,0.055999999999999994,0.0,0
596,Algeria,0,0,0,1,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,1,1,1,2,2,2,2,1,16.9,2381740,40263711,160000000000.0,3.133,0.09,0.0,0
795,Algeria,0,0,1,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,1,1,2,2,2,2,1,16.6,2381740,39542166,166000000000.0,3.02,0.061,0.0,0
994,Algeria,0,1,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,16.3,2381740,38813722,214000000000.0,3.02,0.061,0.0,0
1193,Algeria,1,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,2,2,1,1,1,2,2,2,2,1,16.0,2381740,38087812,210000000000.0,3.02,0.06,0.0,0
202,Angola,0,0,0,0,0,1,0,0,2,1,2,1,1,2,1,0,0,1,2,2,2,1,1,1,1,1,0,1,1,1,1,0,24.3,1246700,30355880,101000000000.0,0.794,0.0,0.0,0
400,Angola,0,0,0,0,1,0,0,0,2,1,2,1,1,2,1,0,0,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,23.5,1246700,29310273,122000000000.0,0.794,0.0,0.0,0
598,Angola,0,0,0,1,0,0,0,0,2,1,2,1,1,2,1,0,0,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,22.7,1246700,28289713,101000000000.0,0.66,0.0,0.0,0
797,Angola,0,0,1,0,0,0,0,0,2,1,2,1,1,2,1,0,0,1,2,2,2,1,2,1,1,1,1,1,1,1,1,0,21.9,1246700,27292149,116000000000.0,0.66,0.0,0.0,0
996,Angola,0,1,0,0,0,0,0,0,2,2,2,1,1,2,1,0,0,1,2,2,2,1,2,1,1,1,1,1,1,1,1,0,21.1,1246700,26313499,146000000000.0,0.66,0.0,0.0,0
1195,Angola,1,0,0,0,0,0,0,0,2,2,2,1,1,2,1,0,0,1,3,2,2,1,2,1,1,1,1,1,1,1,1,0,20.3,1246700,25352999,137000000000.0,0.66,0.0,0.0,0
204,Argentina,0,0,0,0,0,1,0,4,4,3,4,3,4,3,3,2,3,3,4,4,4,4,4,3,2,3,2,3,4,3,4,3,16.3,2736690,44694198,520000000000.0,2.762,0.927,0.0,0
402,Argentina,0,0,0,0,1,0,0,4,4,3,4,3,4,3,3,2,3,2,4,4,4,4,4,3,2,3,2,3,4,3,4,3,16.2,2736690,44293293,643000000000.0,2.762,0.929,0.0,0
600,Argentina,0,0,0,1,0,0,0,4,4,3,4,3,4,3,3,1,2,2,4,4,4,4,4,3,2,3,2,3,3,3,4,3,16.0,2736690,43886748,558000000000.0,2.519,0.9390000000000001,0.0,0
799,Argentina,0,0,1,0,0,0,0,4,4,3,4,3,4,3,3,1,2,2,4,4,4,4,4,3,2,3,3,3,3,3,4,3,15.9,2736690,43474726,595000000000.0,2.535,0.9420000000000001,0.0,0
998,Argentina,0,1,0,0,0,0,0,4,4,3,4,3,4,3,3,1,2,2,4,4,4,4,4,3,2,3,3,3,3,3,4,3,15.7,2736690,43057443,526000000000.0,2.53,0.9420000000000001,0.0,0
1197,Argentina,1,0,0,0,0,0,0,4,4,3,4,3,4,3,3,1,2,2,4,4,4,4,4,3,2,3,3,3,4,2,4,3,15.6,2736690,42635450,552000000000.0,2.5380000000000003,0.9420000000000001,0.0,0
205,Armenia,0,0,0,0,0,1,0,1,1,2,2,2,1,2,1,1,2,2,2,2,3,2,2,2,1,1,2,2,3,2,2,2,107.7,28203,3038217,12457941907.0,3.19,0.413,0.0,0
403,Armenia,0,0,0,0,1,0,0,1,2,2,2,2,1,2,1,1,2,2,2,2,3,2,2,2,1,1,1,2,3,2,2,2,108.0,28203,3045191,11527458566.0,3.2030000000000003,0.414,0.0,0
601,Armenia,0,0,0,1,0,0,0,1,2,2,2,2,1,2,1,1,2,2,2,2,3,2,2,2,1,1,2,2,3,2,2,2,108.2,28203,3051250,10546135160.0,3.153,0.375,0.0,0
800,Armenia,0,0,1,0,0,0,0,1,2,2,2,2,1,2,1,1,2,2,2,2,3,2,2,2,1,1,2,2,3,2,2,2,108.4,28203,3056382,10553337673.0,3.13,0.146,0.0,0
999,Armenia,0,1,0,0,0,0,0,1,2,2,2,1,1,2,1,1,1,1,2,2,3,2,2,2,1,1,2,2,3,2,2,2,108.5,28203,3060631,11609512940.0,3.1310000000000002,0.375,0.0,0
1198,Armenia,1,0,0,0,0,0,0,1,2,2,1,1,1,2,1,1,1,1,2,2,3,2,2,2,1,1,2,2,3,2,2,2,108.6,28203,3064111,11121465767.0,3.1310000000000002,0.147,0.0,0
8,Australia,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3.3,7682300,25113443,1390000000000.0,3.2,0.986,0.0,2
206,Australia,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3.2,7682300,24747894,1430000000000.0,3.2,0.986,0.0,2
404,Australia,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3.2,7682300,24370196,1330000000000.0,3.19,0.986,0.0,2
602,Australia,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3.1,7682300,23980154,1210000000000.0,3.19,0.99,0.0,0
801,Australia,0,0,1,0,0,0,0,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3.1,7682300,23618257,1350000000000.0,3.19,0.99,0.0,2
1000,Australia,0,1,0,0,0,0,0,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3.0,7682300,23292145,1470000000000.0,3.2760000000000002,0.9890000000000001,0.0,2
207,Austria,0,0,0,0,0,1,0,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,106.7,82445,8793370,456000000000.0,3.467,0.978,0.17300000000000001,0
405,Austria,0,0,0,0,1,0,0,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,106.2,82445,8754413,418000000000.0,3.3360000000000003,0.972,0.193,0
603,Austria,0,0,0,1,0,0,0,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,105.7,82445,8711770,395000000000.0,3.44,0.973,0.193,0
802,Austria,0,0,1,0,0,0,0,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,105.1,82445,8665550,382000000000.0,3.44,0.973,0.193,0
1001,Austria,0,1,0,0,0,0,0,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,104.5,82445,8615828,442000000000.0,3.44,0.973,0.193,0
1200,Austria,1,0,0,0,0,0,0,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,103.9,82445,8562634,430000000000.0,3.44,0.973,0.193,0
208,Azerbaijan,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,2,1,121.6,82629,10046516,47112941176.0,0.467,0.023,0.0,0
406,Azerbaijan,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,2,1,120.6,82629,9961396,40865558912.0,0.513,0.027000000000000003,0.0,0
604,Azerbaijan,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,2,1,119.5,82629,9872765,37867518957.0,0.58,0.027000000000000003,0.0,0
803,Azerbaijan,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,2,0,0,1,1,1,0,1,2,1,2,1,118.4,82629,9780780,53074370486.0,1.1340000000000001,0.08800000000000001,0.0,0
1002,Azerbaijan,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,2,0,1,1,1,1,1,1,2,1,2,1,117.2,82629,9686210,75244294275.0,1.1340000000000001,0.08800000000000001,0.0,0
1201,Azerbaijan,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,2,0,1,1,1,1,1,1,2,2,2,1,116.1,82629,9590159,74164435946.0,1.1340000000000001,0.08800000000000001,0.0,0
12,Bahrain,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2,0,0,1,0,1,0,0,1,0,1,0,0,1,2,2,1,1939.5,760,1474016,38574069149.0,2.61,0.024,0.032,0
210,Bahrain,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2,0,0,1,0,1,0,0,1,0,1,0,0,1,2,2,1,1898.2,760,1442659,37652500000.0,2.563,0.01,0.044000000000000004,0
408,Bahrain,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,0,0,1,0,1,0,0,1,0,1,0,0,1,2,2,1,1856.5,760,1410942,35423643617.0,2.588,0.01,0.055999999999999994,0
606,Bahrain,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,2,0,0,1,0,1,0,0,1,0,1,0,0,1,2,2,1,1814.3,760,1378904,32250132979.0,2.588,0.01,0.068,0
805,Bahrain,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,2,0,0,1,0,1,0,0,1,0,1,0,0,1,2,2,1,1771.9,760,1346613,31125851064.0,2.588,0.01,0.08,0
1004,Bahrain,0,1,0,0,0,0,0,0,2,1,1,1,0,0,1,2,0,0,1,0,1,0,0,1,0,1,0,0,1,2,2,1,1729.1,760,1314089,33387712766.0,2.588,0.01,0.092,0
211,Bangladesh,0,0,0,0,0,1,0,2,2,3,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,1,1,1,3,2,2,2,1225.0,130170,159453001,274000000000.0,0.87,0.418,0.0,0
409,Bangladesh,0,0,0,0,1,0,0,2,2,3,2,1,2,3,2,1,2,1,2,2,2,2,2,2,2,1,1,1,3,2,2,2,1212.5,130170,157826578,250000000000.0,0.867,0.42200000000000004,0.0,0
607,Bangladesh,0,0,0,1,0,0,0,2,2,3,2,2,2,3,2,1,2,1,2,2,2,2,2,2,2,1,2,1,3,2,2,2,1199.9,130170,156186882,221000000000.0,0.9059999999999999,0.40700000000000003,0.0,0
806,Bangladesh,0,0,1,0,0,0,0,2,2,3,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,1,2,1,3,2,2,2,1187.6,130170,154596024,195000000000.0,0.9059999999999999,0.41,0.0,0
1005,Bangladesh,0,1,0,0,0,0,0,3,3,3,3,2,2,3,2,1,2,2,2,2,2,2,2,2,2,1,2,1,3,2,2,2,1175.7,130170,153044873,173000000000.0,0.8079999999999999,0.39399999999999996,0.0,0
1204,Bangladesh,1,0,0,0,0,0,0,3,3,3,3,3,2,3,2,1,2,2,2,2,3,3,2,2,2,1,2,1,3,2,2,2,1163.6,130170,151466689,150000000000.0,0.8079999999999999,0.39399999999999996,0.0,0
212,Barbados,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,681.7,430,293131,5086500000.0,3.713,0.0,0.0,0
410,Barbados,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,679.9,430,292336,4978000000.0,3.725,0.0,0.0,0
608,Barbados,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,677.9,430,291495,4830000000.0,3.725,0.0,0.0,0
807,Barbados,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,675.8,430,290604,4715000000.0,3.725,0.0,0.0,0
1006,Barbados,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,673.7,430,289680,4696500000.0,3.725,0.0,0.0,0
1205,Barbados,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,671.5,430,288725,4677000000.0,3.725,0.0,0.0,0
213,Belarus,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,2,2,2,1,47.0,202900,9527543,60031262269.0,3.5380000000000003,0.094,0.0,0
411,Belarus,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,2,2,2,1,47.1,202900,9549747,54726595249.0,3.5389999999999997,0.073,0.0,0
609,Belarus,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,2,2,2,1,47.2,202900,9570376,47722657821.0,3.553,0.024,0.0,0
808,Belarus,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,2,1,47.3,202900,9589689,56454734397.0,3.5610000000000004,0.017,0.0,0
1007,Belarus,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,2,1,47.4,202900,9608058,78813839984.0,3.5610000000000004,0.017,0.0,0
1206,Belarus,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,2,1,47.4,202900,9625888,75527984234.0,3.5610000000000004,0.017,0.0,0
16,Belgium,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,384.7,30278,11647253,530000000000.0,3.695,0.981,0.017,0
412,Belgium,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,4,3,379.5,30278,11491346,504000000000.0,3.748,0.9790000000000001,0.017,0
610,Belgium,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,4,3,376.8,30278,11409077,476000000000.0,3.77,0.9790000000000001,0.017,0
809,Belgium,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,374.0,30278,11323973,462000000000.0,3.77,0.9790000000000001,0.017,0
1008,Belgium,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,371.1,30278,11236729,535000000000.0,3.77,0.98,0.017,0
1207,Belgium,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,368.2,30278,11148086,522000000000.0,3.77,0.98,0.017,0
216,Benin,0,0,0,0,0,1,0,3,3,3,4,4,4,4,3,2,3,3,4,4,4,4,4,4,3,3,3,3,3,3,2,2,108.6,110622,12017978,14250985959.0,2.9330000000000003,0.465,0.0,0
414,Benin,0,0,0,0,1,0,0,3,3,3,4,4,4,4,3,2,3,3,4,4,4,4,4,4,3,3,3,3,3,3,2,2,105.0,110622,11612983,12701656931.0,3.085,0.456,0.0,0
612,Benin,0,0,0,1,0,0,0,3,3,3,4,4,4,4,3,2,3,3,4,4,4,4,4,4,3,3,3,3,3,3,2,2,101.4,110622,11220072,11821066153.0,2.885,0.455,0.0,0
811,Benin,0,0,1,0,0,0,0,3,3,2,4,4,4,4,3,2,3,3,4,4,4,4,4,4,3,3,3,3,3,3,2,2,98.0,110622,10841707,11388160958.0,2.863,0.43700000000000006,0.0,0
1010,Benin,0,1,0,0,0,0,0,3,3,2,4,4,4,4,3,2,3,3,4,4,4,3,4,4,3,3,3,3,3,3,2,2,94.7,110622,10479670,13284528654.0,2.965,0.413,0.0,0
1209,Benin,1,0,0,0,0,0,0,3,3,2,4,4,4,4,3,2,3,3,4,4,4,4,4,4,3,3,4,3,3,3,2,2,91.6,110622,10134821,12517845732.0,2.9610000000000003,0.414,0.0,0
217,Bhutan,0,0,0,0,0,1,0,3,4,3,3,4,2,1,3,3,3,2,2,2,3,2,1,1,3,1,1,1,2,2,2,2,20.0,38394,766397,2446674102.0,3.533,0.879,0.0,0
415,Bhutan,0,0,0,0,1,0,0,3,4,3,3,4,2,1,3,3,3,2,2,2,3,2,1,1,3,1,1,1,2,2,2,2,19.8,38394,758288,2450364928.0,3.529,0.8759999999999999,0.0,0
613,Bhutan,0,0,0,1,0,0,0,3,4,3,3,4,2,1,3,3,4,2,2,2,3,2,1,1,3,1,1,1,2,2,2,2,19.5,38394,750125,2158972129.0,3.5460000000000003,0.816,0.0,0
812,Bhutan,0,0,1,0,0,0,0,3,4,3,3,4,2,1,3,3,4,2,2,2,3,2,1,1,3,1,1,1,2,2,2,2,19.3,38394,741919,2003598213.0,3.571,0.8140000000000001,0.0,0
1011,Bhutan,0,1,0,0,0,0,0,3,4,3,3,4,2,1,3,3,3,2,2,2,3,2,1,1,3,1,1,1,2,2,2,2,19.1,38394,733643,1907090813.0,3.583,0.8140000000000001,0.0,0
20,Bolivia,0,0,0,0,0,0,1,4,4,2,3,2,3,3,3,2,2,2,4,4,4,3,3,3,1,1,2,2,3,2,3,2,10.6,1083301,11473676,40895322865.0,0.951,0.919,0.0,0
218,Bolivia,0,0,0,0,0,1,0,4,4,2,3,2,3,3,3,2,2,2,4,4,4,3,3,3,1,1,2,2,3,2,3,2,10.4,1083301,11306341,40287647902.0,0.883,0.909,0.0,0
416,Bolivia,0,0,0,0,1,0,0,4,4,3,3,2,3,3,3,2,2,2,4,4,4,3,3,3,1,1,2,2,3,2,3,2,10.3,1083301,11138234,37508642113.0,0.894,0.909,0.0,0
614,Bolivia,0,0,0,1,0,0,0,4,4,3,3,2,3,3,3,2,2,2,4,4,4,3,3,3,1,1,2,2,3,2,3,2,10.1,1083301,10969649,33941126194.0,0.8440000000000001,0.909,0.0,0
813,Bolivia,0,0,1,0,0,0,0,4,4,3,3,2,3,3,3,2,2,2,4,4,4,3,3,3,1,1,2,2,3,2,3,2,10.0,1083301,10800882,33000198263.0,0.873,0.9079999999999999,0.0,0
1012,Bolivia,0,1,0,0,0,0,0,4,4,3,3,2,3,3,3,2,2,2,4,4,4,3,3,3,1,1,2,2,3,2,2,2,9.8,1083301,10631486,32996188133.0,0.873,0.9259999999999999,0.0,0
219,Bosnia and Herzegovina,0,0,0,0,0,1,0,3,2,2,3,3,2,2,2,1,1,2,3,2,3,3,2,2,1,2,2,2,3,2,3,2,75.2,51187,3849891,20183498491.0,2.642,0.927,0.0,0
417,Bosnia and Herzegovina,0,0,0,0,1,0,0,3,2,2,3,3,2,2,2,1,1,2,3,2,3,3,2,2,1,2,2,2,3,2,3,2,75.3,51187,3856181,18080118128.0,2.655,0.9309999999999999,0.0,0
615,Bosnia and Herzegovina,0,0,0,1,0,0,0,3,3,2,3,3,2,2,2,1,1,2,3,2,3,3,2,2,2,2,2,2,3,2,3,2,75.4,51187,3861912,16913330694.0,2.6439999999999997,0.968,0.0,0
814,Bosnia and Herzegovina,0,0,1,0,0,0,0,3,3,2,3,3,2,2,2,2,1,2,3,2,3,3,2,2,3,2,3,2,3,2,3,2,75.5,51187,3867055,16211541253.0,2.636,0.95,0.0,0
1013,Bosnia and Herzegovina,0,1,0,0,0,0,0,3,3,2,3,3,2,2,2,2,2,2,3,2,3,3,2,2,3,2,3,2,3,2,3,2,75.6,51187,3871643,18558343508.0,2.636,0.95,0.0,0
1212,Bosnia and Herzegovina,1,0,0,0,0,0,0,3,3,2,3,3,2,3,2,2,2,2,3,2,3,3,2,2,3,2,3,2,3,2,3,2,75.7,51187,3875723,18178503835.0,2.636,0.95,0.0,0
220,Botswana,0,0,0,0,0,1,0,3,4,3,3,2,3,2,3,3,2,2,4,3,3,4,4,2,3,3,3,2,3,3,2,3,4.0,566730,2249104,18663264706.0,2.488,0.674,0.0,0
418,Botswana,0,0,0,0,1,0,0,3,4,3,3,2,3,2,3,3,2,2,4,3,3,4,4,2,3,3,3,2,3,3,2,3,3.9,566730,2214858,17405538618.0,2.521,0.8079999999999999,0.0,0
616,Botswana,0,0,0,1,0,0,0,3,4,3,3,2,3,2,3,3,2,2,4,3,3,4,4,2,3,3,3,3,3,3,2,3,3.8,566730,2180597,15646316818.0,2.5140000000000002,0.861,0.0,0
815,Botswana,0,0,1,0,0,0,0,3,4,3,3,2,3,2,3,3,2,2,4,3,3,4,4,2,3,3,3,3,3,3,2,3,3.8,566730,2146408,14420604206.0,2.5140000000000002,0.861,0.0,0
1014,Botswana,0,1,0,0,0,0,0,3,4,3,3,2,3,2,3,3,2,3,4,3,3,4,4,2,3,3,3,3,3,3,2,3,3.7,566730,2112305,16250750259.0,2.696,0.905,0.0,0
1213,Botswana,1,0,0,0,0,0,0,3,4,3,3,2,3,2,3,3,2,3,4,3,3,4,4,2,3,3,3,3,3,3,2,3,3.7,566730,2078313,14901750765.0,2.696,0.905,0.0,0
221,Brazil,0,0,0,0,0,1,0,4,3,4,4,4,3,3,2,2,2,3,4,4,4,3,4,3,3,2,2,2,4,3,3,3,25.0,8358140,208846892,1890000000000.0,0.7190000000000001,0.982,0.0,2
419,Brazil,0,0,0,0,1,0,0,4,3,4,4,4,3,3,2,2,2,3,4,4,4,3,4,3,3,2,2,3,4,3,3,3,24.8,8358140,207353391,2060000000000.0,0.8340000000000001,0.987,0.0,2
617,Brazil,0,0,0,1,0,0,0,4,3,4,4,4,3,3,3,2,3,3,4,4,4,3,4,3,3,2,2,3,4,3,3,3,24.6,8358140,205823665,1800000000000.0,0.835,0.987,0.0,2
816,Brazil,0,0,1,0,0,0,0,4,3,4,4,4,3,3,3,2,3,3,4,4,4,3,4,3,3,2,2,3,4,3,3,3,24.4,8358140,204259812,1800000000000.0,1.203,0.9890000000000001,0.0,2
1015,Brazil,0,1,0,0,0,0,0,4,3,4,4,4,3,3,3,2,3,3,4,4,4,3,4,3,3,2,2,3,4,3,3,3,24.2,8358140,202656788,2460000000000.0,1.203,0.9890000000000001,0.0,2
1214,Brazil,1,0,0,0,0,0,0,4,3,4,4,4,3,3,3,2,3,3,4,4,4,3,4,3,3,2,2,3,4,3,3,3,24.0,8358140,201009622,2470000000000.0,1.203,0.9890000000000001,0.0,2
25,Bulgaria,0,0,0,0,0,0,1,4,4,3,4,4,3,3,4,2,2,3,3,4,4,4,4,3,3,2,3,2,4,3,3,2,64.6,108489,7012640,67927179737.0,2.075,0.46399999999999997,0.375,0
223,Bulgaria,0,0,0,0,0,1,0,4,4,3,4,4,3,3,4,2,2,3,3,4,4,4,4,3,3,2,3,2,4,3,3,2,65.1,108489,7057504,66200847918.0,2.484,0.48,0.38299999999999995,0
421,Bulgaria,0,0,0,0,1,0,0,4,4,3,4,4,3,3,4,2,2,3,3,4,4,4,4,3,3,2,3,2,4,3,3,2,65.5,108489,7101510,58950125036.0,2.469,0.48100000000000004,0.395,0
619,Bulgaria,0,0,0,1,0,0,0,4,4,3,4,4,3,3,4,2,2,3,3,4,4,4,4,3,3,2,3,2,4,3,3,2,65.9,108489,7144653,53785050339.0,2.479,0.48100000000000004,0.39799999999999996,0
818,Bulgaria,0,0,1,0,0,0,0,4,4,3,4,4,3,3,4,2,2,3,3,4,4,4,4,3,3,2,3,2,4,2,3,2,66.2,108489,7186893,50630703922.0,2.456,0.48,0.24,0
1216,Bulgaria,1,0,0,0,0,0,0,4,4,3,4,4,3,4,4,2,2,3,3,4,4,4,4,3,3,2,3,3,4,2,3,2,67.0,108489,7267961,55591336862.0,2.7560000000000002,0.483,0.24,0
26,Burkina Faso,0,0,0,0,0,0,1,2,2,3,2,3,2,3,2,2,2,3,4,3,3,3,3,3,2,2,1,2,2,2,2,2,74.1,273800,20288052,15745810235.0,0.9590000000000001,0.344,0.0,0
224,Burkina Faso,0,0,0,0,0,1,0,2,2,3,2,3,2,3,2,2,2,3,4,3,3,3,3,3,2,2,1,2,2,2,2,2,72.1,273800,19742715,16199434625.0,1.119,0.344,0.0,0
422,Burkina Faso,0,0,0,0,1,0,0,2,2,3,2,3,2,3,2,2,2,3,4,3,4,3,3,3,2,2,2,2,3,2,2,2,70.1,273800,19199732,14169905602.0,0.8079999999999999,0.327,0.0,0
620,Burkina Faso,0,0,0,1,0,0,0,2,2,2,2,2,2,3,2,2,2,3,4,3,4,2,3,3,2,2,2,2,3,2,1,2,68.2,273800,18662035,12822558022.0,1.097,0.327,0.0,0
