,country,2013,2014,2015,2016,2017,2018,2019,A1,A2,A3,B1,B2,B3,B4,C1,C2,C3,D1,D2,D3,D4,E1,E2,E3,F1,F2,F3,F4,G1,G2,G3,G4,Density (persons per sq. km.),Area (sq. km.),Population,Gdp,V2Peedueq Osp,V2X Feduni,V2Xdd Dd,cluster
1129,Philippines,0,1,0,0,0,0,0,3,3,3,2,3,2,3,3,2,2,2,4,4,4,3,2,3,2,1,1,1,3,2,3,2,333.3,298170,99377560,297000000000.0,1.1,0.948,0.0,0
1328,Philippines,1,0,0,0,0,0,0,3,3,3,2,3,2,3,3,2,2,2,4,4,4,3,2,3,2,1,1,1,3,2,3,2,327.9,298170,97760753,284000000000.0,1.1,0.948,0.0,0
336,Poland,0,0,0,0,0,1,0,4,4,4,4,4,4,4,3,3,2,3,4,3,4,3,3,4,1,3,4,3,4,4,3,3,126.3,304255,38420687,587000000000.0,3.59,0.9,0.0,0
534,Poland,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,3,2,3,4,3,4,4,4,4,2,3,4,3,4,4,3,3,126.5,304255,38476269,526000000000.0,3.3939999999999997,0.938,0.0,0
732,Poland,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,3,4,4,3,3,126.6,304255,38523261,472000000000.0,3.645,0.9390000000000001,0.0,0
931,Poland,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,3,4,4,3,3,126.7,304255,38562189,478000000000.0,3.653,0.94,0.0,0
1130,Poland,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,3,4,4,3,3,126.8,304255,38593885,545000000000.0,3.653,0.94,0.0,0
1329,Poland,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,3,4,4,3,3,126.9,304255,38619322,524000000000.0,3.653,0.9390000000000001,0.0,0
337,Portugal,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,113.2,91470,10355493,241000000000.0,3.315,0.494,0.0,0
535,Portugal,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,113.5,91470,10383790,221000000000.0,3.3169999999999997,0.494,0.0,0
733,Portugal,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,113.9,91470,10414107,206000000000.0,3.3160000000000003,0.494,0.0,0
932,Portugal,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,114.2,91470,10446765,199000000000.0,3.4389999999999996,0.495,0.0,0
1131,Portugal,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,114.7,91470,10490473,230000000000.0,3.468,0.495,0.0,0
1330,Portugal,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,115.3,91470,10547422,226000000000.0,3.468,0.495,0.0,0
338,Qatar,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,2,1,1,2,2,2,1,0,1,1,1,2,0,1,1,1,1,204.0,11586,2363569,191000000000.0,3.385,0.0,0.0,0
536,Qatar,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,2,1,1,2,2,2,1,0,1,1,1,2,0,1,1,1,1,199.8,11586,2314307,167000000000.0,3.3569999999999998,0.0,0.0,0
735,Qatar,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,2,1,2,2,2,2,1,0,1,1,1,2,0,1,1,1,1,194.9,11586,2258283,152000000000.0,3.733,0.0,0.0,0
934,Qatar,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,2,1,2,2,2,2,1,0,1,1,1,2,0,1,1,1,1,189.4,11586,2194817,162000000000.0,3.733,0.0,0.0,0
1133,Qatar,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,2,1,2,2,2,2,1,0,1,1,1,2,0,1,1,1,1,183.3,11586,2123160,206000000000.0,3.733,0.0,0.0,0
1332,Qatar,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,1,2,2,2,2,1,0,1,1,1,2,0,1,1,1,1,176.3,11586,2042444,199000000000.0,3.733,0.0,0.0,0
339,Romania,0,0,0,0,0,1,0,4,4,3,4,4,3,3,4,3,3,3,3,4,4,4,4,3,3,3,3,3,4,2,3,3,93.3,229891,21457116,242000000000.0,1.54,0.715,0.405,0
537,Romania,0,0,0,0,1,0,0,4,4,3,4,4,3,3,4,3,3,3,3,4,4,4,4,3,3,3,3,3,4,2,3,3,93.7,229891,21529967,212000000000.0,2.001,0.7020000000000001,0.21100000000000002,0
736,Romania,0,0,0,1,0,0,0,4,4,3,4,4,3,3,4,3,2,3,3,4,4,4,4,3,3,3,3,3,4,2,3,3,94.0,229891,21599736,188000000000.0,2.242,0.727,0.239,0
935,Romania,0,0,1,0,0,0,0,4,4,3,4,4,3,3,4,3,2,3,3,4,4,4,4,3,3,3,3,3,4,2,3,3,94.2,229891,21666350,178000000000.0,2.543,0.778,0.259,0
1134,Romania,0,1,0,0,0,0,0,4,4,4,4,4,3,3,4,3,2,3,3,4,4,4,4,3,3,3,3,3,4,2,3,3,94.5,229891,21729871,200000000000.0,2.543,0.778,0.27899999999999997,0
1333,Romania,1,0,0,0,0,0,0,3,4,3,4,4,3,3,4,2,2,3,3,4,4,4,4,3,3,3,3,3,4,2,3,3,94.8,229891,21790479,191000000000.0,2.543,0.778,0.299,0
142,Russia,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,1,0,0,2,1,2,2,8.7,16377742,141944641,1700000000000.0,2.548,0.541,0.0,2
340,Russia,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,1,0,0,2,1,2,2,8.7,16377742,142122776,1670000000000.0,2.617,0.5539999999999999,0.0,2
538,Russia,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,1,0,0,2,1,2,2,8.7,16377742,142257519,1570000000000.0,2.681,0.531,0.0,2
737,Russia,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,2,1,1,0,0,2,1,2,2,8.7,16377742,142355415,1280000000000.0,2.681,0.45299999999999996,0.0,2
936,Russia,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,2,1,1,2,1,1,0,0,1,1,2,2,8.7,16377742,142423773,1360000000000.0,2.596,0.442,0.0,2
1135,Russia,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,3,1,1,2,1,1,0,0,2,1,2,2,8.7,16377742,142470272,2060000000000.0,2.596,0.456,0.0,2
341,Rwanda,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,2,2,0,3,1,0,0,1,1,0,1,0,1,2,2,2,1,494.1,24668,12187400,9627720630.0,2.8939999999999997,0.364,0.19899999999999998,0
539,Rwanda,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,2,2,0,3,1,0,0,1,1,0,2,0,1,2,2,2,1,482.5,24668,11901484,9253098954.0,3.252,0.153,0.21100000000000002,0
738,Rwanda,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,2,2,0,3,1,0,0,1,1,0,2,0,1,2,2,2,1,470.4,24668,11604797,8734161828.0,3.17,0.175,0.223,0
937,Rwanda,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,2,2,0,3,1,0,0,1,1,0,2,0,1,2,2,2,1,461.2,24668,11377040,8582588883.0,3.17,0.40399999999999997,0.235,0
1136,Rwanda,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,2,2,0,3,1,1,0,1,1,0,2,0,1,2,2,2,1,452.0,24668,11149288,8279481015.0,3.17,0.405,0.129,0
1335,Rwanda,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,1,0,3,1,0,0,1,1,0,2,0,1,2,2,2,1,439.1,24668,10831947,7851127992.0,3.18,0.405,0.141,0
344,Sao Tome and Principe,0,0,0,0,0,1,0,4,4,3,4,4,3,3,4,2,3,3,4,4,4,4,3,3,3,3,3,3,4,3,2,2,212.1,964,204454,422295934.0,2.106,0.9540000000000001,0.02,0
542,Sao Tome and Principe,0,0,0,0,1,0,0,4,4,3,4,4,3,3,4,2,3,3,4,4,4,4,3,3,3,3,3,3,3,3,2,2,208.5,964,201025,375040835.0,2.106,0.9279999999999999,0.02,0
741,Sao Tome and Principe,0,0,0,1,0,0,0,4,4,3,4,4,3,3,4,2,3,3,4,4,4,4,3,3,3,3,3,3,3,3,2,2,204.9,964,197541,347544772.0,2.1109999999999998,0.9309999999999999,0.02,0
940,Sao Tome and Principe,0,0,1,0,0,0,0,4,4,3,4,4,3,3,4,2,3,3,4,4,4,4,3,3,3,3,3,3,3,3,2,2,201.3,964,194006,318266475.0,2.1109999999999998,0.9309999999999999,0.02,0
1139,Sao Tome and Principe,0,1,0,0,0,0,0,4,4,3,4,4,3,3,4,2,3,3,4,4,4,4,3,3,3,3,3,3,3,3,2,2,197.5,964,190428,348941716.0,2.1109999999999998,0.9309999999999999,0.02,0
1338,Sao Tome and Principe,1,0,0,0,0,0,0,4,4,3,4,4,3,3,4,2,3,3,4,4,4,4,3,3,3,3,3,3,3,3,2,2,193.8,964,186817,302924710.0,2.1109999999999998,0.9309999999999999,0.02,0
345,Saudi Arabia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,1,15.4,2149690,33091113,787000000000.0,3.188,0.005,0.0,0
543,Saudi Arabia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,1,15.1,2149690,32548604,689000000000.0,3.319,0.005,0.0,0
742,Saudi Arabia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,1,14.9,2149690,31992117,645000000000.0,3.037,0.005,0.0,0
941,Saudi Arabia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,1,14.6,2149690,31410285,654000000000.0,3.037,0.037000000000000005,0.0,0
1140,Saudi Arabia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,1,14.3,2149690,30800756,756000000000.0,3.037,0.004,0.0,0
1339,Saudi Arabia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,1,14.0,2149690,30162512,747000000000.0,3.037,0.004,0.0,0
346,Senegal,0,0,0,0,0,1,0,4,3,3,3,4,3,3,3,2,3,2,4,4,3,3,4,3,2,3,3,2,3,3,3,2,78.0,192530,15020945,23236007428.0,2.548,0.17,0.0,0
544,Senegal,0,0,0,0,1,0,0,4,4,3,3,4,3,3,3,2,3,3,4,4,4,3,4,3,2,3,3,2,3,3,3,2,76.2,192530,14668522,20996564752.0,2.5580000000000003,0.134,0.0,0
743,Senegal,0,0,0,1,0,0,0,4,4,3,3,4,3,3,3,3,3,3,4,4,4,3,4,3,2,3,3,2,3,3,2,2,74.4,192530,14320055,19040312815.0,2.556,0.114,0.0,0
942,Senegal,0,0,1,0,0,0,0,4,4,3,3,4,3,3,3,3,3,3,4,4,4,3,4,3,2,3,3,2,3,3,2,2,72.6,192530,13975834,17774766636.0,2.556,0.114,0.0,0
1141,Senegal,0,1,0,0,0,0,0,4,4,3,3,4,3,3,3,3,3,3,4,4,4,4,4,3,2,3,3,2,3,3,2,2,70.8,192530,13635927,19797254643.0,2.556,0.114,0.0,0
1340,Senegal,1,0,0,0,0,0,0,4,4,3,3,4,3,3,3,2,3,2,4,4,4,3,4,3,2,3,3,2,2,3,2,2,69.1,192530,13300410,18965572150.0,2.556,0.114,0.0,0
347,Serbia,0,0,0,0,0,1,0,3,3,3,3,3,3,3,3,2,2,2,4,3,4,4,3,3,2,2,3,2,4,3,3,3,91.4,77474,7078110,50597289147.0,2.6,0.873,0.14800000000000002,0
545,Serbia,0,0,0,0,1,0,0,3,3,3,4,3,3,3,3,2,2,2,4,4,4,4,3,3,2,3,3,2,4,3,3,3,91.8,77474,7111024,44120425320.0,2.65,0.915,0.156,0
744,Serbia,0,0,0,1,0,0,0,3,4,3,4,3,3,3,3,2,2,2,4,4,4,4,4,3,2,3,3,2,4,3,3,3,92.2,77474,7143921,40630392019.0,2.7439999999999998,0.912,0.16399999999999998,0
943,Serbia,0,0,1,0,0,0,0,3,4,3,4,4,3,3,3,2,2,3,4,4,4,4,4,3,2,3,3,2,4,3,3,3,92.6,77474,7176794,39628549950.0,2.7439999999999998,0.912,0.171,0
1142,Serbia,0,1,0,0,0,0,0,3,3,3,4,4,3,3,3,2,2,3,4,4,4,3,4,3,2,3,3,2,4,3,3,3,93.1,77474,7209764,47062205547.0,2.7439999999999998,0.912,0.179,0
1341,Serbia,1,0,0,0,0,0,0,3,3,3,4,4,3,3,3,2,2,3,4,4,4,3,4,3,2,3,3,2,4,3,3,3,93.5,77474,7243007,48394238300.0,2.7439999999999998,0.96,0.187,0
348,Seychelles,0,0,0,0,0,1,0,3,4,3,3,3,3,2,3,2,2,2,4,3,3,3,3,3,2,3,3,3,3,3,2,3,208.0,455,94633,1586008997.0,3.4819999999999998,0.0,0.012,0
546,Seychelles,0,0,0,0,1,0,0,3,4,3,3,3,3,2,3,2,2,2,4,3,3,3,3,3,2,3,3,3,3,3,2,3,206.4,455,93920,1524486801.0,3.4819999999999998,0.0,0.012,0
745,Seychelles,0,0,0,1,0,0,0,3,3,3,3,2,3,2,3,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,204.8,455,93186,1426651766.0,3.571,0.0,0.012,0
944,Seychelles,0,0,1,0,0,0,0,3,3,2,3,2,3,2,3,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,203.1,455,92430,1377495052.0,3.571,0.0,0.012,0
1143,Seychelles,0,1,0,0,0,0,0,3,3,2,3,2,3,2,3,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,201.4,455,91650,1343007841.0,3.571,0.0,0.012,0
1342,Seychelles,1,0,0,0,0,0,0,3,3,2,3,2,3,2,3,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,199.7,455,90846,1328157609.0,3.571,0.0,0.012,0
151,Sierra Leone,0,0,0,0,0,0,1,3,3,4,2,3,3,3,3,1,3,2,4,3,3,2,2,2,2,2,3,2,3,3,2,2,90.3,71620,6466064,3941474311.0,1.2,0.469,0.0,0
349,Sierra Leone,0,0,0,0,0,1,0,3,3,4,2,3,3,3,3,1,3,2,4,3,3,2,3,2,2,2,3,2,3,3,2,2,88.1,71620,6312212,4085114794.0,1.483,0.488,0.0,0
547,Sierra Leone,0,0,0,0,1,0,0,3,3,4,2,3,3,3,3,1,3,2,4,3,3,2,3,2,2,2,3,2,3,3,2,2,86.1,71620,6163195,3739577973.0,1.389,0.465,0.0,0
746,Sierra Leone,0,0,0,1,0,0,0,3,3,4,2,3,3,3,3,1,3,2,4,3,3,2,3,2,2,2,3,2,2,3,2,2,84.0,71620,6018888,3674794530.0,1.2919999999999998,0.48700000000000004,0.0,0
945,Sierra Leone,0,0,1,0,0,0,0,3,3,4,2,3,3,3,3,1,3,2,4,3,3,2,3,2,2,2,3,2,2,3,2,2,82.1,71620,5879098,4218723875.0,1.2919999999999998,0.48700000000000004,0.0,0
1144,Sierra Leone,0,1,0,0,0,0,0,3,3,4,3,3,3,3,3,1,3,2,4,3,3,2,3,2,2,2,3,2,3,3,2,2,80.2,71620,5743725,5015157816.0,1.2919999999999998,0.48700000000000004,0.0,0
548,Singapore,0,0,0,0,1,0,0,1,2,1,2,2,2,2,2,3,2,1,3,2,3,2,1,1,1,2,2,2,3,3,3,3,8303.6,709,5888926,342000000000.0,3.658,0.0,0.011000000000000001,0
747,Singapore,0,0,0,1,0,0,0,1,2,1,2,2,2,2,2,3,2,1,3,2,3,2,1,1,1,2,2,2,3,3,3,3,8152.5,709,5781728,319000000000.0,3.676,0.0,0.011000000000000001,0
946,Singapore,0,0,1,0,0,0,0,1,2,1,2,2,2,2,2,3,2,1,3,2,3,2,1,1,1,2,2,2,3,3,3,3,8001.2,709,5674472,308000000000.0,3.676,0.0,0.011000000000000001,0
1145,Singapore,0,1,0,0,0,0,0,1,2,1,2,2,2,2,2,3,2,1,3,2,3,2,1,1,1,2,2,2,3,3,3,3,7850.1,709,5567301,315000000000.0,3.676,0.0,0.011000000000000001,0
1344,Singapore,1,0,0,0,0,0,0,1,2,1,2,2,2,2,2,3,2,2,3,2,3,2,1,1,1,2,2,2,3,3,3,3,7699.2,709,5460302,308000000000.0,3.676,0.0,0.011000000000000001,0
351,Slovakia,0,0,0,0,0,1,0,4,4,4,4,4,4,3,4,3,2,3,4,4,4,4,4,4,3,3,3,3,4,4,3,3,113.2,48105,5445040,106000000000.0,2.459,0.9790000000000001,0.321,0
549,Slovakia,0,0,0,0,1,0,0,4,4,4,4,4,4,3,4,3,2,3,4,4,4,4,4,4,3,3,3,3,4,4,3,3,113.2,48105,5445829,95481955558.0,2.463,0.983,0.332,0
748,Slovakia,0,0,0,1,0,0,0,4,4,4,4,4,4,3,4,3,2,3,4,4,4,4,4,4,3,3,3,3,4,4,3,3,113.2,48105,5445802,89640616271.0,2.4659999999999997,0.985,0.342,0
947,Slovakia,0,0,1,0,0,0,0,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,3,3,3,3,4,4,3,3,113.2,48105,5445027,88457167724.0,2.4659999999999997,0.985,0.363,0
1146,Slovakia,0,1,0,0,0,0,0,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,3,3,3,3,4,4,3,3,113.2,48105,5443583,101000000000.0,2.4659999999999997,0.985,0.38799999999999996,0
1345,Slovakia,1,0,0,0,0,0,0,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,113.1,48105,5441540,98723944144.0,2.4659999999999997,0.985,0.39899999999999997,0
352,Slovenia,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,3,4,4,3,4,4,3,3,104.3,20151,2102126,54034358544.0,3.842,0.494,0.38799999999999996,0
550,Slovenia,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,3,4,4,3,4,3,3,3,104.3,20151,2101416,48561672401.0,3.8680000000000003,0.493,0.4,0
749,Slovenia,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,3,4,4,3,4,3,3,3,104.2,20151,2100387,44651537260.0,3.88,0.493,0.41200000000000003,0
948,Slovenia,0,0,1,0,0,0,0,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,3,4,4,3,4,3,3,3,104.2,20151,2099134,43090173062.0,3.877,0.493,0.49200000000000005,0
1147,Slovenia,0,1,0,0,0,0,0,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,3,4,4,3,4,3,3,3,104.1,20151,2097582,49930685013.0,3.877,0.493,0.504,0
1346,Slovenia,1,0,0,0,0,0,0,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,3,4,4,3,4,3,3,3,104.0,20151,2095555,48401896410.0,3.877,0.493,0.505,0
353,Solomon Islands,0,0,0,0,0,1,0,3,3,3,4,4,2,3,2,3,1,3,4,4,3,3,3,3,3,2,2,2,3,3,3,3,23.6,27986,660121,1395608475.0,1.482,0.46399999999999997,0.0,0
551,Solomon Islands,0,0,0,0,1,0,0,3,3,3,4,4,2,3,2,2,1,3,4,4,3,3,3,3,3,2,2,2,3,3,3,3,23.1,27986,647581,1309631133.0,1.482,0.465,0.0,0
750,Solomon Islands,0,0,0,1,0,0,0,3,3,3,3,3,2,2,2,2,2,3,4,4,3,3,3,3,2,2,2,2,3,3,3,3,22.7,27986,635027,1230459714.0,1.112,0.45899999999999996,0.0,0
949,Solomon Islands,0,0,1,0,0,0,0,3,3,3,3,3,2,2,2,2,2,3,4,4,3,3,3,3,2,2,2,2,3,3,3,3,22.2,27986,622469,1154650069.0,1.089,0.45299999999999996,0.0,0
1148,Solomon Islands,0,1,0,0,0,0,0,2,2,2,3,3,2,2,2,2,2,3,4,4,3,3,3,3,2,2,2,2,3,3,3,3,21.8,27986,609883,1172268301.0,1.1540000000000001,0.45299999999999996,0.0,0
1347,Solomon Islands,1,0,0,0,0,0,0,2,2,2,3,3,2,2,2,2,2,3,4,4,3,3,3,3,2,2,2,2,3,3,3,3,21.3,27986,597248,1129787198.0,1.1540000000000001,0.45299999999999996,0.0,0
157,South Africa,0,0,0,0,0,0,1,4,4,4,3,3,3,4,3,2,3,3,4,4,4,4,4,4,3,2,2,2,3,3,2,2,46.0,1214470,55918443,351000000000.0,0.74,0.852,0.0,0
355,South Africa,0,0,0,0,0,1,0,4,4,4,3,3,3,4,2,2,3,3,4,4,4,4,4,4,3,2,2,2,3,3,2,2,45.6,1214470,55380210,368000000000.0,0.677,0.922,0.0,0
553,South Africa,0,0,0,0,1,0,0,4,4,4,3,3,4,4,2,2,3,3,4,4,4,3,4,4,3,2,2,2,3,3,2,2,45.2,1214470,54841552,350000000000.0,0.7170000000000001,0.9209999999999999,0.0,0
752,South Africa,0,0,0,1,0,0,0,4,4,4,3,2,4,4,3,2,3,3,4,4,4,4,4,4,3,2,2,2,3,3,2,2,44.7,1214470,54300704,296000000000.0,0.725,0.922,0.0,0
951,South Africa,0,0,1,0,0,0,0,4,4,4,3,2,4,4,3,2,3,3,4,4,4,4,4,4,3,3,2,2,4,3,2,2,44.2,1214470,53675563,318000000000.0,0.725,0.922,0.0,0
1150,South Africa,0,1,0,0,0,0,0,4,4,4,3,2,4,4,3,2,3,3,4,4,4,4,4,4,3,3,2,2,4,3,2,2,43.6,1214470,53006857,351000000000.0,0.961,0.922,0.0,0
158,South Korea,0,0,0,0,0,0,1,4,4,3,3,4,3,3,4,3,2,3,4,3,4,4,3,4,3,3,3,3,4,3,3,3,532.8,96920,51635813,1640000000000.0,3.359,0.971,0.0,2
356,South Korea,0,0,0,0,0,1,0,4,4,3,3,4,3,3,4,3,2,3,4,3,4,4,3,4,4,3,3,3,4,3,3,3,530.5,96920,51418097,1720000000000.0,3.824,0.971,0.0,2
554,South Korea,0,0,0,0,1,0,0,4,4,3,3,4,3,3,4,2,2,3,4,3,3,4,3,4,4,3,3,3,4,3,3,3,528.1,96920,51181299,1620000000000.0,3.825,0.971,0.0,2
753,South Korea,0,0,0,1,0,0,0,4,4,3,3,4,3,3,4,3,3,3,4,2,3,4,3,4,4,3,3,3,4,3,3,3,525.4,96920,50924172,1500000000000.0,3.803,0.972,0.0,2
952,South Korea,0,0,1,0,0,0,0,4,4,3,3,4,3,3,4,3,3,3,4,3,3,4,3,4,4,3,3,3,4,3,3,3,522.5,96920,50645073,1470000000000.0,3.803,0.972,0.0,2
1151,South Korea,0,1,0,0,0,0,0,4,4,3,4,4,3,3,4,3,3,3,4,3,4,4,3,4,4,3,3,3,4,3,2,3,519.5,96920,50345320,1480000000000.0,3.803,0.972,0.0,2
1152,South Sudan,0,1,0,0,0,0,0,1,1,2,0,1,0,1,1,0,1,1,3,2,1,1,1,1,1,0,0,0,2,1,1,1,17.5,644329,11266560,13962212847.0,0.071,0.155,0.0,0
1351,South Sudan,1,0,0,0,0,0,0,1,1,2,1,1,1,2,1,0,1,1,3,2,2,1,1,2,1,0,0,2,2,1,1,1,17.4,644329,11187790,18426469017.0,0.071,0.155,0.0,0
160,Spain,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,3,4,3,4,4,3,3,4,4,4,4,4,3,4,4,4,3,99.6,498980,49683254,1390000000000.0,3.18,0.987,0.0,2
358,Spain,0,0,0,0,0,1,0,4,4,3,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,3,98.9,498980,49331076,1420000000000.0,3.509,0.986,0.0,2
556,Spain,0,0,0,0,1,0,0,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,3,98.1,498980,48958159,1310000000000.0,3.33,0.963,0.0,2
755,Spain,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,3,97.3,498980,48563476,1230000000000.0,3.583,0.987,0.0,0
954,Spain,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,96.5,498980,48146134,1200000000000.0,3.583,0.987,0.0,0
1153,Spain,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,95.7,498980,47737941,1370000000000.0,3.448,0.99,0.0,2
359,Sri Lanka,0,0,0,0,0,1,0,3,3,2,3,3,2,2,3,2,2,2,2,2,2,2,3,3,2,2,2,1,2,2,2,2,349.3,64630,22576592,88425889592.0,2.3609999999999998,0.778,0.031,0
557,Sri Lanka,0,0,0,0,1,0,0,3,3,2,3,3,2,2,3,2,2,2,2,2,3,2,3,3,2,2,2,1,2,2,2,2,346.7,64630,22409381,87428125558.0,2.3609999999999998,0.778,0.031,0
756,Sri Lanka,0,0,0,1,0,0,0,3,3,2,3,3,2,2,3,1,2,2,2,2,3,2,3,3,2,2,2,1,2,2,2,2,344.0,64630,22235000,82401038710.0,2.71,0.778,0.031,0
955,Sri Lanka,0,0,1,0,0,0,0,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,1,3,1,2,1,1,2,2,2,2,341.2,64630,22053488,80604080689.0,2.71,0.773,0.031,0
1154,Sri Lanka,0,1,0,0,0,0,0,2,2,2,2,1,2,1,2,1,1,1,1,2,3,2,1,3,1,2,1,1,2,2,2,2,338.3,64630,21866445,79356449841.0,2.296,0.7190000000000001,0.031,0
1353,Sri Lanka,1,0,0,0,0,0,0,2,2,2,2,1,2,1,2,1,1,1,2,2,3,2,1,3,1,2,1,1,2,2,2,2,335.4,64630,21675648,74317806538.0,2.273,0.7190000000000001,0.031,0
363,Sudan,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,23.2,1861484,43120843,26078607539.0,0.524,0.122,0.0,0
561,Sudan,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,22.5,1861484,41824518,45379127306.0,0.24,0.122,0.0,0
760,Sudan,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,21.8,1861484,40564921,51772232495.0,0.297,0.122,0.0,0
959,Sudan,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,21.2,1861484,39397806,74294471279.0,0.308,0.122,0.0,0
1158,Sudan,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,20.6,1861484,38253907,64941775065.0,0.308,0.122,0.0,0
1357,Sudan,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,20.0,1861484,37257361,57730424385.0,0.308,0.122,0.0,0
